12 / 09 / 2023 13: 47: 19.580,#,293,16.75
12 / 09 / 2023 13: 47: 20.581,#,295,16.75
12 / 09 / 2023 13: 47: 21.580,#,306,16.50
12 / 09 / 2023 13: 47: 22.580,#,313,16.75
12 / 09 / 2023 13: 47: 23.580,#,288,16.75
12 / 09 / 2023 13: 47: 24.579,#,291,16.75
12 / 09 / 2023 13: 47: 25.579,#,310,17.00
12 / 09 / 2023 13: 47: 26.580,#,321,17.00
12 / 09 / 2023 13: 47: 27.580,#,310,16.75
12 / 09 / 2023 13: 47: 28.580,#,296,17.00
12 / 09 / 2023 13: 47: 29.579,#,280,17.00
12 / 09 / 2023 13: 47: 30.581,#,258,17.00
12 / 09 / 2023 13: 47: 31.579,#,232,17.00
12 / 09 / 2023 13: 47: 32.579,#,232,17.00
12 / 09 / 2023 13: 47: 33.579,#,225,17.00
