12 / 09 / 2023 09: 27: 39.577,#,258,18.75
12 / 09 / 2023 09: 27: 40.578,#,291,18.75
12 / 09 / 2023 09: 27: 41.579,#,335,18.75
12 / 09 / 2023 09: 27: 42.578,#,359,18.75
12 / 09 / 2023 09: 27: 43.577,#,330,18.75
12 / 09 / 2023 09: 27: 44.577,#,312,18.75
12 / 09 / 2023 09: 27: 45.577,#,168,18.75
12 / 09 / 2023 09: 27: 46.578,#,157,18.75
12 / 09 / 2023 09: 27: 47.577,#,142,18.75
12 / 09 / 2023 09: 27: 48.578,#,142,18.25
12 / 09 / 2023 09: 27: 49.577,#,142,18.75
12 / 09 / 2023 09: 27: 50.577,#,142,18.75
12 / 09 / 2023 09: 27: 51.578,#,142,18.75
12 / 09 / 2023 09: 27: 52.579,#,142,18.25
12 / 09 / 2023 09: 27: 53.579,#,142,18.75
12 / 09 / 2023 09: 27: 54.579,#,142,18.75
12 / 09 / 2023 09: 27: 55.578,#,142,18.25
12 / 09 / 2023 09: 27: 56.579,#,142,18.75
12 / 09 / 2023 09: 27: 57.580,#,223,18.75
12 / 09 / 2023 09: 27: 58.580,#,245,18.25
12 / 09 / 2023 09: 27: 59.579,#,263,18.75
12 / 09 / 2023 09: 28: 00.579,#,306,18.75
12 / 09 / 2023 09: 28: 01.579,#,331,18.50
12 / 09 / 2023 09: 28: 02.578,#,344,18.75
12 / 09 / 2023 09: 28: 03.581,#,322,18.75
12 / 09 / 2023 09: 28: 04.577,#,297,18.75
12 / 09 / 2023 09: 28: 05.580,#,183,18.75
12 / 09 / 2023 09: 28: 06.579,#,160,18.75
12 / 09 / 2023 09: 28: 07.581,#,142,18.75
12 / 09 / 2023 09: 28: 08.579,#,142,18.75
12 / 09 / 2023 09: 28: 09.583,#,142,18.50
12 / 09 / 2023 09: 28: 10.581,#,142,18.75
12 / 09 / 2023 09: 28: 11.579,#,142,18.75
12 / 09 / 2023 09: 28: 12.580,#,142,18.75
12 / 09 / 2023 09: 28: 13.578,#,142,18.25
12 / 09 / 2023 09: 28: 14.578,#,142,18.75
12 / 09 / 2023 09: 28: 15.578,#,142,18.75
12 / 09 / 2023 09: 28: 16.578,#,142,18.25
12 / 09 / 2023 09: 28: 17.577,#,142,18.75
12 / 09 / 2023 09: 28: 18.580,#,142,18.75
12 / 09 / 2023 09: 28: 19.578,#,142,18.75
12 / 09 / 2023 09: 28: 20.579,#,181,18.75
12 / 09 / 2023 09: 28: 21.580,#,240,18.75
12 / 09 / 2023 09: 28: 22.579,#,211,18.75
12 / 09 / 2023 09: 28: 23.578,#,275,18.75
12 / 09 / 2023 09: 28: 24.579,#,278,18.75
12 / 09 / 2023 09: 28: 25.583,#,335,18.75
12 / 09 / 2023 09: 28: 26.580,#,348,18.50
12 / 09 / 2023 09: 28: 27.579,#,333,18.75
12 / 09 / 2023 09: 28: 28.578,#,268,18.75
12 / 09 / 2023 09: 28: 29.581,#,170,18.25
12 / 09 / 2023 09: 28: 30.580,#,142,18.75
12 / 09 / 2023 09: 28: 31.583,#,142,18.75
12 / 09 / 2023 09: 28: 32.580,#,142,18.75
12 / 09 / 2023 09: 28: 33.579,#,142,18.75
12 / 09 / 2023 09: 28: 34.584,#,142,18.25
12 / 09 / 2023 09: 28: 35.579,#,142,18.75
12 / 09 / 2023 09: 28: 36.577,#,142,18.50
12 / 09 / 2023 09: 28: 37.579,#,142,18.25
12 / 09 / 2023 09: 28: 38.581,#,142,18.75
12 / 09 / 2023 09: 28: 39.581,#,142,18.75
12 / 09 / 2023 09: 28: 40.580,#,142,18.75
12 / 09 / 2023 09: 28: 41.580,#,218,18.75
12 / 09 / 2023 09: 28: 42.580,#,206,18.75
12 / 09 / 2023 09: 28: 43.580,#,231,18.75
12 / 09 / 2023 09: 28: 44.580,#,297,18.75
12 / 09 / 2023 09: 28: 45.578,#,300,18.75
12 / 09 / 2023 09: 28: 46.579,#,362,18.75
12 / 09 / 2023 09: 28: 47.579,#,365,18.75
12 / 09 / 2023 09: 28: 48.579,#,346,18.00
12 / 09 / 2023 09: 28: 49.578,#,283,18.75
12 / 09 / 2023 09: 28: 50.581,#,181,18.75
12 / 09 / 2023 09: 28: 51.580,#,149,18.50
12 / 09 / 2023 09: 28: 52.580,#,142,18.75
12 / 09 / 2023 09: 28: 53.581,#,142,18.50
12 / 09 / 2023 09: 28: 54.579,#,142,18.50
12 / 09 / 2023 09: 28: 55.580,#,142,18.00
12 / 09 / 2023 09: 28: 56.579,#,142,18.75
12 / 09 / 2023 09: 28: 57.579,#,142,18.75
12 / 09 / 2023 09: 28: 58.579,#,142,18.00
12 / 09 / 2023 09: 28: 59.579,#,142,18.50
12 / 09 / 2023 09: 29: 00.582,#,142,18.75
12 / 09 / 2023 09: 29: 01.579,#,142,18.75
12 / 09 / 2023 09: 29: 02.579,#,144,18.75
12 / 09 / 2023 09: 29: 03.579,#,235,18.75
12 / 09 / 2023 09: 29: 04.579,#,220,18.50
12 / 09 / 2023 09: 29: 05.579,#,250,18.50
12 / 09 / 2023 09: 29: 06.580,#,289,18.75
12 / 09 / 2023 09: 29: 07.585,#,310,18.50
12 / 09 / 2023 09: 29: 08.582,#,366,18.50
12 / 09 / 2023 09: 29: 09.578,#,355,18.25
12 / 09 / 2023 09: 29: 10.583,#,310,18.50
12 / 09 / 2023 09: 29: 11.579,#,172,18.50
12 / 09 / 2023 09: 29: 12.580,#,142,18.50
12 / 09 / 2023 09: 29: 13.579,#,142,18.25
12 / 09 / 2023 09: 29: 14.580,#,142,18.50
12 / 09 / 2023 09: 29: 15.579,#,142,18.50
12 / 09 / 2023 09: 29: 16.580,#,142,18.00
12 / 09 / 2023 09: 29: 17.581,#,142,18.50
12 / 09 / 2023 09: 29: 18.581,#,142,18.75
12 / 09 / 2023 09: 29: 19.578,#,142,18.00
12 / 09 / 2023 09: 29: 20.578,#,142,18.50
12 / 09 / 2023 09: 29: 21.578,#,142,18.50
12 / 09 / 2023 09: 29: 22.577,#,142,18.75
12 / 09 / 2023 09: 29: 23.578,#,142,18.75
12 / 09 / 2023 09: 29: 24.582,#,289,18.50
12 / 09 / 2023 09: 29: 25.581,#,310,18.75
12 / 09 / 2023 09: 29: 26.579,#,331,18.25
12 / 09 / 2023 09: 29: 27.580,#,359,18.75
12 / 09 / 2023 09: 29: 28.580,#,366,18.75
12 / 09 / 2023 09: 29: 29.585,#,391,18.50
12 / 09 / 2023 09: 29: 30.584,#,389,18.50
12 / 09 / 2023 09: 29: 31.580,#,361,18.75
12 / 09 / 2023 09: 29: 32.580,#,352,18.75
12 / 09 / 2023 09: 29: 33.578,#,292,18.75
12 / 09 / 2023 09: 29: 34.580,#,172,18.00
12 / 09 / 2023 09: 29: 35.579,#,148,18.75
12 / 09 / 2023 09: 29: 36.579,#,142,18.50
12 / 09 / 2023 09: 29: 37.578,#,142,18.00
12 / 09 / 2023 09: 29: 38.583,#,142,18.50
12 / 09 / 2023 09: 29: 39.582,#,142,18.75
12 / 09 / 2023 09: 29: 40.581,#,142,18.75
12 / 09 / 2023 09: 29: 41.579,#,142,18.75
12 / 09 / 2023 09: 29: 42.579,#,142,18.75
12 / 09 / 2023 09: 29: 43.580,#,142,18.50
12 / 09 / 2023 09: 29: 44.579,#,142,18.50
12 / 09 / 2023 09: 29: 45.579,#,142,18.75
12 / 09 / 2023 09: 29: 46.580,#,142,18.75
12 / 09 / 2023 09: 29: 47.579,#,142,18.50
12 / 09 / 2023 09: 29: 48.581,#,142,18.75
12 / 09 / 2023 09: 29: 49.582,#,165,18.75
12 / 09 / 2023 09: 29: 50.579,#,194,18.50
12 / 09 / 2023 09: 29: 51.580,#,272,18.50
12 / 09 / 2023 09: 29: 52.579,#,323,18.75
12 / 09 / 2023 09: 29: 53.580,#,285,18.75
12 / 09 / 2023 09: 29: 54.580,#,289,18.75
12 / 09 / 2023 09: 29: 55.579,#,340,18.25
12 / 09 / 2023 09: 29: 56.579,#,349,18.75
12 / 09 / 2023 09: 29: 57.580,#,372,18.75
12 / 09 / 2023 09: 29: 58.579,#,387,18.25
12 / 09 / 2023 09: 29: 59.582,#,360,18.75
12 / 09 / 2023 09: 30: 00.580,#,332,18.75
12 / 09 / 2023 09: 30: 01.579,#,173,18.50
12 / 09 / 2023 09: 30: 02.582,#,144,18.75
12 / 09 / 2023 09: 30: 03.578,#,142,18.75
12 / 09 / 2023 09: 30: 04.582,#,142,18.75
12 / 09 / 2023 09: 30: 05.582,#,142,18.75
12 / 09 / 2023 09: 30: 06.580,#,142,18.75
12 / 09 / 2023 09: 30: 07.578,#,142,18.75
12 / 09 / 2023 09: 30: 08.583,#,142,18.75
12 / 09 / 2023 09: 30: 09.580,#,142,18.25
12 / 09 / 2023 09: 30: 10.580,#,142,18.75
12 / 09 / 2023 09: 30: 11.579,#,142,18.75
12 / 09 / 2023 09: 30: 12.579,#,142,18.50
12 / 09 / 2023 09: 30: 13.585,#,244,18.00
12 / 09 / 2023 09: 30: 14.579,#,267,18.75
12 / 09 / 2023 09: 30: 15.579,#,258,18.75
12 / 09 / 2023 09: 30: 16.579,#,312,17.75
12 / 09 / 2023 09: 30: 17.579,#,314,18.50
12 / 09 / 2023 09: 30: 18.581,#,362,18.75
12 / 09 / 2023 09: 30: 19.580,#,348,18.00
12 / 09 / 2023 09: 30: 20.580,#,297,18.75
