12 / 09 / 2023 10: 46: 46.590,#,270,17.75
12 / 09 / 2023 10: 46: 47.591,#,245,17.50
12 / 09 / 2023 10: 46: 48.591,#,262,17.50
12 / 09 / 2023 10: 46: 49.592,#,254,17.75
12 / 09 / 2023 10: 46: 50.591,#,228,17.50
12 / 09 / 2023 10: 46: 51.592,#,219,17.50
12 / 09 / 2023 10: 46: 52.590,#,234,17.50
12 / 09 / 2023 10: 46: 53.591,#,206,17.50
12 / 09 / 2023 10: 46: 54.592,#,142,17.50
12 / 09 / 2023 10: 46: 55.593,#,142,17.50
12 / 09 / 2023 10: 46: 56.590,#,142,17.50
12 / 09 / 2023 10: 46: 57.594,#,142,17.25
12 / 09 / 2023 10: 46: 58.590,#,142,17.50
12 / 09 / 2023 10: 46: 59.592,#,142,17.50
12 / 09 / 2023 10: 47: 00.590,#,142,17.25
12 / 09 / 2023 10: 47: 01.590,#,142,17.50
12 / 09 / 2023 10: 47: 02.591,#,142,17.50
12 / 09 / 2023 10: 47: 03.596,#,142,17.50
12 / 09 / 2023 10: 47: 04.591,#,142,17.50
12 / 09 / 2023 10: 47: 05.591,#,142,17.50
12 / 09 / 2023 10: 47: 06.590,#,142,17.50
12 / 09 / 2023 10: 47: 07.591,#,142,17.50
12 / 09 / 2023 10: 47: 08.592,#,142,17.50
12 / 09 / 2023 10: 47: 09.592,#,142,17.50
12 / 09 / 2023 10: 47: 10.595,#,142,17.75
12 / 09 / 2023 10: 47: 11.591,#,142,17.50
12 / 09 / 2023 10: 47: 12.591,#,142,17.50
12 / 09 / 2023 10: 47: 13.598,#,142,17.50
12 / 09 / 2023 10: 47: 14.591,#,216,17.50
12 / 09 / 2023 10: 47: 15.590,#,235,17.25
